,wavelength,wg_width,wg_thickness,bend_curvature,mode_number,n_eff,loss,te_fraction,selfOverlapStrength,crossOverlapStrength
161,1.6,2.5,0.38,0.005555555555555556,1,1.6989100872931249,2.5857828886095977e-10,0.999587981383906,5.4090903138806774e-06j,(13.937561551186711-0.00505139508828796j)
162,1.6,2.5,0.38,0.011111111111111112,1,1.7002274391707577,5.627037540091579e-10,0.999547307760979,1.3583851851664113e-05j,(13.396594509528796-0.006228051413501063j)
163,1.6,2.5,0.38,0.016666666666666666,1,1.702373166304366,1.1804494889643072e-09,0.999483595596359,1.773245630075298e-05j,(12.662055129046419-0.004859600832761075j)
164,1.6,2.5,0.38,0.022222222222222223,1,1.7052835828854698,2.3970249622239005e-09,0.9994016499009308,1.9809677378681012e-05j,(11.796094632239717-0.002275675203191065j)
165,1.6,2.5,0.38,0.02777777777777778,1,1.7088851304362551,4.738385717808693e-09,0.9993064236399352,2.177028880298194e-05j,(10.860864241608851+0.00019409361808464323j)
166,1.6,2.5,0.38,0.03333333333333333,1,1.7131029364811723,9.177276241590789e-09,0.9992022852444005,2.556906429118949e-05j,(9.918515179653964+0.0012200737739431178j)
167,1.6,2.5,0.38,0.03888888888888889,1,1.7178665238509436,1.7529850894518326e-08,0.9990927134036106,3.3160777560837414e-05j,(9.03119866887521-0.0005273665927411294j)
168,1.6,2.5,0.38,0.044444444444444446,1,1.723112742162231,3.3237016466098144e-08,0.9989802969409618,4.650020232945941e-05j,(8.261065931772732-0.006377859339089851j)
169,1.6,2.5,0.38,0.05,1,1.7287866937204635,6.29466578717251e-08,0.9988668806923571,6.754211231458924e-05j,(7.670268190846686-0.017661036322228676j)
170,1.6,2.5,0.38,0.0,2,1.6263877717349269,-3.3154987416456184e-05,0.997852241460612,-0.007120937427844004j,(14.222805031521652-2.3141801047106924e-15j)
171,1.6,2.5,0.38,0.005555555555555556,2,1.6264397116825187,1.1237126318775966e-08,0.997869653783243,-0.009928693074381193j,(13.937561551181659+0.0050513950950681j)
172,1.6,2.5,0.38,0.011111111111111112,2,1.6262173458708984,2.351374364752086e-08,0.997866719547483,-0.011089300122684559j,(13.396594509518879+0.006228051422486098j)
173,1.6,2.5,0.38,0.016666666666666666,2,1.625892303202491,5.1354860259409664e-08,0.9978567434865724,-0.010739121474704006j,(12.662055129033314+0.004859600840486472j)
174,1.6,2.5,0.38,0.022222222222222223,2,1.6255311224202182,1.1809293266462659e-07,0.9978334355432184,-0.00901452003238945j,(11.796094632224975+0.0022756752073102844j)
175,1.6,2.5,0.38,0.02777777777777778,2,1.6252116407774924,2.8885080708868267e-07,0.9977901474724777,-0.0060518586976907925j,(10.860864241593866-0.00019409361879967966j)
176,1.6,2.5,0.38,0.03333333333333333,2,1.6250156472092767,7.615147089296676e-07,0.9977208309512567,-0.0019875003725579408j,(9.918515179639998-0.0012200737796094613j)
177,1.6,2.5,0.38,0.03888888888888889,2,1.6250262117463856,2.205682584975128e-06,0.99762067749546,0.003042192041059195j,(9.031198668863377+0.0005273665831215317j)
178,1.6,2.5,0.38,0.044444444444444446,2,1.6253327261226616,7.2297045109331e-06,0.9974853444819143,0.008900855641210712j,(8.261065931764012+0.006377859327633294j)
179,1.6,2.5,0.38,0.05,2,1.6260510194404507,2.803116553125809e-05,0.9973254004266114,0.015452127525946713j,(7.670268190841904+0.017661036312166405j)
